batch,idx,story,question,correct,incorrect,swap,assigned_correct_judge_correct,assigned_correct_consultant_wins,assigned_incorrect_judge_correct,assigned_incorrect_consultant_wins,free_choice_frac_incorrect,free_choice_judge_correct,free_choice_consultant_wins,defendability_frac_incorrect
v2,111,The Rumble and the Roar,What was the device that Bob Wills had invented?,A device used to reduce noise levels in loud areas,Earplugs that were more comfortable when worn for extended periods of time,False,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0
v2,112,Double-Cross,How do Lowry and the Exec feel about the Venusians?,"The Exec hates them, but Lowry feels bad for them.",They both despise the Venusians because of their un-human-like features.,True,1.0,1.0,0.25,0.75,0.0,1.0,1.0,0.0
v2,114,The Fire and the Sword,What did Templin and Eckert find odd about the children they encountered?,They were all impressively healthy. ,They were all more well-behaved than any children they had seen on Earth,True,1.0,1.0,0.5714285714285714,0.4285714285714286,0.0,0.875,0.875,0.0
v2,116,Letter of the Law,What is the relationship between Meyerhoff and Zeckler?,Meyerhoff is Zeckler's Consulate representative.,Meyerhoff is Zeckler's lawyer.,False,1.0,1.0,0.125,0.875,0.0,1.0,1.0,0.0
v2,118,...After a Few Words...,What is the significance of the story's title?,It hints at sponsorship being relevant,We shows that this is part of a newscast recording,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
v2,123,The Eternal Wall,How did Ned become a mummy?,"A combination of the alkali and mud his body had been soaked in. Also, the years of dryness after the world became a desert.",The earth became a desert wasteland. All the moisture was leached from the corpse.,False,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.5714285714285714,0.5714285714285714,0.0
v2,124,Bread Overhead,What was the main reason for hydrogen being substituted for helium?,The government halted supply of helium,It was much cheaper,True,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.16666666666666663,0.0,0.75,0.75,0.0
v2,128,The Hunted Heroes,How did Ledman get to Mars?,He saved his money to send himself,He was part of a uranium company who funded his trip,True,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
v2,129,The Dope on Mars,How does Pat feel about the narrator?,"Pat is highly annoyed to have an untrained passenger like the narrator aborad for this long, scientific journey.",Pat thinks the narrator is an idiot. He cannot believe the space agency allowed the journalist to tag along.,True,1.0,1.0,0.75,0.25,0.125,0.875,1.0,0.0
v2,136,The Hills of Home,What did Kimmy do after getting dressed in the morning?,Sat through a press briefing,Boarded the rocket,True,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,1.0,1.0,0.0
v2,137,Morgue Ship,Which of the following is a false statement about the 98th corpse to be acquired by the ship?,He turned on his superior,He travelled to Earth,False,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.875,0.5714285714285714,0.5714285714285714,0.125
v2,139,Mutineer,Why is Lane flying over Newyork at the beginning? ,He cracked after being trapped after combat and needed to get out,He intends to take over the city's government,False,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.6666666666666667,0.0,0.8571428571428571,0.8571428571428571,0.0
v2,141,Mars Confidential,How did the Mafia come to be in business on Mars?,By accidentally finding a spaceship,By bribing a spaceship company,True,1.0,1.0,0.8571428571428571,0.1428571428571429,0.0,1.0,1.0,0.0
v2,144,Judas Ram,Which term best describes how the author characterizes the home in the beginning of the story? ,eclectic,neoclassical,False,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.0
v2,145,Brightside Crossing,What is the Brightside?,The Brightside is the side of Mercury that constantly faces the sun.,The Brightside is the first passage to the core of Vulcan Crater on Venus.,False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
v2,147,Cultural Exchange,"How often do Bachus vines mature and what is the significance of that timeline?
","Every 12 years a vintage is held, which also serves as a cultural festival that encourage young people to procreate. 
","Every 12 years a vintage is held, wherein the young people are made to harvest all the grapes. 
",False,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
v2,149,Peggy Plays Off-Broadway,How did the auditioners know what to read on Saturday?,Mal selected passages for each auditioner,Amy assigned passages based on personalities of the auditioners,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
v3,0,Grifters' Asteroid,Why do Harvey and Joe change thier plan when confronting Johnson about the water?,"Joseph's son is large and intimidating, and they want to avoid a fight. ","Joe suddenly feels unwell, and Harvey needs to help him. ",True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
v3,1,And Then the Town Took Off,Who seems to have the least to hide in the text?,Ed Clark,Jen Jervis,True,0.7142857142857143,0.7142857142857143,0.0,1.0,0.0,0.5,0.5,0.0
v3,5,Monkey On His Back,How does the comanalysis process work?,The patient is drugged to put them in a relaxed state so that they can recover lost memories.,The patient is drugged and put in a sponge-like material. This makes the patient relaxed enough to sleep and dream.,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
v3,6,Peggy Plays Off-Broadway,What does the story teach the reader about their process of casting?,The look of the person is most important before acting ability,Acting ability is most important before looks,True,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
v3,8,Letter of the Law,How does Meyerhoff feel about Zeckler?,Meyerhoff thinks that Zeckler is a fool.,Meyerhoff thinks that Zeckler is a skilled con-man.,False,1.0,1.0,0.625,0.375,0.0,1.0,1.0,0.0
v3,10,Conditionally Human,How do they create neutroids?,They change the structure of unfertilized egg genes using sub-atomic particles.,They bombard the unfertilized eggs with radiation.,True,1.0,1.0,0.375,0.625,0.0,0.75,0.75,0.0
v3,12,The Green Beret,Why is Umluana speaking Dutch to Read and Rashid in the beginning?,It is the colonizer language of his own country.,It's the language that the warrant is written in.,True,0.8333333333333334,0.8333333333333334,1.0,0.0,0.0,0.875,0.875,0.0
v3,14,Circus,Why did Morgan think that Parks' world was an alternate reality version of his own?,There were too many similarities between the worlds and societies on them,Parks told him that this was the case,True,1.0,1.0,0.6666666666666666,0.33333333333333337,0.0,1.0,1.0,0.0
v3,15,Conspiracy on Callisto,The red headed woman is most likely Duane's...,friend/girlfriend,coworker,True,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,1.0,1.0,0.0
v3,18,The Dope on Mars,What portion of the journey was spent in cryosleep?,They did not use cryosleep.,4 months,False,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.0
v3,20,The Rumble and the Roar,How many times was Bob’s machine tested?,At least once before Mr. Partch plugged it in,It had undergone weeks of testing,True,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0
v3,21,Viewpoint,What is the metal box that makes a humming sound?,A typewriter,A computer,True,0.5714285714285714,0.5714285714285714,0.0,1.0,0.875,0.375,0.75,0.875
v3,26,Juvenile Delinquent,Under what circumstances were people allowed to read? ,When they reached an old enough age,If they were employed by the government,True,1.0,1.0,0.25,0.75,0.125,0.875,1.0,0.875
v3,33,The Madman From Earth,How does Miss Meuhl feel about her job?,She enjoys doing her job the way the Groacians like it.,She enjoys training Retief to the new culture.,False,1.0,1.0,0.25,0.75,0.0,1.0,1.0,0.0
v3,37,Bread Overhead,Why were the Puffyloaves flaming when hit with incendiary rounds?,Oxygen mixing into the hydrogen and creating a flammable substance,The helium in the loaves was catching on fire,True,1.0,1.0,0.875,0.125,0.0,1.0,1.0,0.0
v3,40,The Green Beret,What type of person is Umluana?,A violence-driven man set on developing a large military under his control.,A considerate and cultured leader.,False,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
v3,44,The Jupiter Weapon,How does Jakdane feel about Trella?,"Jakdane has always had a crush on Trella, but they are just friends.",Jakdane thinks of Trella as a little sister.,True,1.0,1.0,0.25,0.75,0.0,1.0,1.0,0.0
v3,45,Toy Shop,What are the inventors of the gadget hoping to achieve with it?,Buyers will conduct research with the gadget. ,They will get rich from selling the gadget. ,True,1.0,1.0,0.125,0.875,0.0,0.875,0.875,0.0
v3,47,No Substitutions,How did the warden handle the 2 men who wanted back into Dreamland?,He put them together to keep each other occupied,He kept them both in detention indefinitely,True,1.0,1.0,0.7142857142857143,0.2857142857142857,0.0,1.0,1.0,0.0
v3,48,Beach Scene,Why does the Captain go looking for Purnie?,The Captain knows Purnie saved the crew.,The Captain knows a radioactive animal is worth a fortune.,True,1.0,1.0,0.14285714285714285,0.8571428571428572,0.0,1.0,1.0,0.0
v3,51,The Snowball Effect,Why doesn't the Dean want to be associated with Watashaw?,The Dean doesn't want people to know he's responsible for a total world government that collapsed by design.,The Dean doesn't want people to know he's responsible for a total world government.,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
v3,54,Big Ancestor,What is the governing principle that classifies the characters in the story?,ancestral bloodline,intellectual status,True,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
v3,57,The Link,Why is Ravdin willing to try and make peace with the Hunters?,It has been thousands of years since they have had contact,He believes he can convince their leader,True,1.0,1.0,0.16666666666666666,0.8333333333333334,0.0,0.875,0.875,0.0
v3,60,The Conjurer of Venus,What did Martin and Johnson have in common?,Interest in electromagnetic studies,Colleagues at an Earth university,True,1.0,1.0,0.125,0.875,0.0,1.0,1.0,0.0
v3,62,The Delegate from Venus,How does Jerry get his message to the White House press secretary?,He bribes the press secretary's secretary with diamond earrings and a bracelet.,He bribes the press secretary's secretary with flashy diamond earrings.,True,0.7142857142857143,0.7142857142857143,0.0,1.0,0.0,0.875,0.875,0.0
v3,67,The Secret Martians,Why was the Amnesty created?,To circumvent bureaucracy that may otherwise get in the way of solving problem ,To allow a person to be able to make decisions without questions asked in an emergency ,False,1.0,1.0,0.125,0.875,0.0,0.75,0.75,0.0
v3,70,Grifters' Asteroid,"What is ""La-anago Yergis""?",It's a placebo. It's not real medicine. ,It's a panacea that can cure any ailment. ,True,1.0,1.0,0.625,0.375,0.0,1.0,1.0,0.0
v3,72,Grandma Perkins and the Space Pirates,How many of her grandchildren did Mrs.Perkins spend time with during the story?,None,One,False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
v3,74,Grandma Perkins and the Space Pirates,How many times does Mrs. Perkins run into Darling in the story?,Twice,Once,True,0.8571428571428571,0.8571428571428571,0.125,0.875,0.0,1.0,1.0,0.0
v3,75,Junior Achievement,Why does Mr. Henderson want to work for the children?,The children are incredibly successful.,He needs the money to pay for his mortgage.,True,1.0,1.0,0.6666666666666666,0.33333333333333337,0.875,0.75,0.375,0.0
v3,77,The Non-Electronic Bug,How did the protagonist plan on beating Chapo in the card game?,By spying on him from with Japanese field glasses,By using the radio transmitter from within the same room,True,1.0,1.0,0.5714285714285714,0.4285714285714286,0.0,1.0,1.0,0.0
v3,81,Homecoming,"Who is the protagonist of the story and what is their main objective? 
","An ex soldier who fought in World War III, traveling home to his wife. 
","An ex soldier who fought in World War II, traveling home to his wife and children. 
",True,1.0,1.0,0.375,0.625,0.0,0.875,0.875,0.0
v3,84,Off Course,What happened to Dameri while he was in custody of the government?,He slept almost the entire time,He learned horses were creatures that could be ridden,True,1.0,1.0,0.5714285714285714,0.4285714285714286,0.0,1.0,1.0,0.0
v3,86,Confidence Game,Why is Doc struggling with a man at the beginning?,"Doc was in the throes of withdrawal and was easily upset, latching on to the closest person he saw",Doc was trying to get information from the man that he was refusing to share,False,1.0,1.0,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.7142857142857143,0.0
v3,87,The Little Red Bag,Which is the best description of why Julia and the narrator decide not to report their bags stolen?,They don't want to get mixed up in the investigation of the explosives,They are worried that the bags will be traced back to them and they'll get caught,False,0.875,0.875,0.125,0.875,0.0,1.0,1.0,0.0
v3,89,One-Shot,What do Dr. Harris and Dr. Hadamard know that the others don’t know?,The bomb has already been defused. ,The CIA planted the bomb. ,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
v3,91,Sea Legs,Why is there a microphone in Craig's hotel room?,Terran society has become increasingly controlling of its citizens.,The hotel manager bugs all the rooms to blackmail the guests.,False,1.0,1.0,0.8571428571428571,0.1428571428571429,0.0,1.0,1.0,0.0
v3,94,Gun for Hire,What is Prantera referring to when he mentions a 'pressure cooker'?,a mental asylum,a courtroom,True,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
v3,95,The Spy in the Elevator,What did he want to ask his girlfriend?,To live with him for awhile,To marry him forever,True,0.875,0.875,0.875,0.125,0.0,0.875,0.875,0.0
v3,97,Brightside Crossing,What was Sanderson studying?,The Sun,The Brightside ,False,0.875,0.875,0.75,0.25,0.0,1.0,1.0,0.0
v3,100,Charity Case,Who is getting William in trouble with his parents?,William,William's twin,False,1.0,1.0,1.0,0.0,0.375,1.0,0.625,0.625
v3,101,The Sense of Wonder,What does the viewport allow Rikud to realize?,There is more to the world outside of the ship they are on.  ,The stars are indeed changing. ,False,1.0,1.0,0.25,0.75,0.0,1.0,1.0,0.0
v3,103,PRoblem,Why were the Grdznth leaving their own Universe?,Their sun was about to explode,Their planet was cooling down too much,True,1.0,1.0,0.25,0.75,0.0,1.0,1.0,0.0
v3,107,A Gift from Earth,The story implies that ____ is responsible for fueling capitalism and colonialism?,greediness,globalization,True,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.125
v3,108,Wind,Why did the colony of Rathole not have any fuel?,They relied on wind and manual power,They had run out very recently,False,1.0,1.0,0.5714285714285714,0.4285714285714286,0.0,1.0,1.0,0.0
v3,109,Disturbing Sun,Which of these does Dr. Niemand believe to be true about the timing of the attacks?,They are related to the sun's cycle and the speed at which S-Regions travel,Overcast weather throws off the timing of paired attacks in different areas,False,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.0
v3,110,Judas Ram,Which relationship best describes the dynamic between the prisoners and the figures controlling them?,"The prisoners serve as entertainment for the figures, who seem to have made a game out of snatching up humans and manipulating their thoughts and behaviors.","The prisoners are being groomed to serve as future collaborators in an intergalactic sex trafficking stint, carried out through the fourth dimension.",True,1.0,1.0,0.7142857142857143,0.2857142857142857,0.0,1.0,1.0,0.0
v3,112,Accidental Death,Who is the man climbing the mountain?,An astronomical surveyor who ended up there by accident,A mountain guide looking for survivors,True,1.0,1.0,0.625,0.375,0.0,1.0,1.0,0.0
v3,114,Peggy Plays Off-Broadway,What is the storyline of Come Closer?,Unknown,The male lead tries to gain the love of a career woman,True,1.0,1.0,0.875,0.125,0.0,1.0,1.0,0.25
v3,115,When the Mountain Shook,Which of these is not a lasting effect of the Ryzgas?,An increase in technological advancements,General fear between groups of people,True,1.0,1.0,0.375,0.625,0.0,1.0,1.0,0.0
v3,119,The Blue Tower,Who are the Belphins?,Robots,An alien race,False,1.0,1.0,0.375,0.625,1.0,0.0,1.0,1.0
v3,121,Pick a Crime,How does the CPA prevent crime?,"The CPA prevents crime using constant surveillance, subliminal messaging, public shaming, and various psychological treatments, including lobotomy.",The CPA prevents crime with brain implants that suppress the criminal nature.,True,1.0,1.0,0.6666666666666666,0.33333333333333337,0.0,1.0,1.0,0.0
v3,122,I Am a Nucleus,Why does Mrs. Graham leave such specific instructions for Mr. Graham?,Mrs. Graham strives to avoid more chaos than what Mr. Graham already attracts,"Mrs. Graham has the power to control Mr. Graham, but only in close proximity",False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
v3,123,Off Course,How did Dameri Tass communicate in English?,He acquired the knowledge from a human,He could communicate telepathically,False,1.0,1.0,0.375,0.625,0.0,1.0,1.0,0.0
v3,125,The Stoker and the Stars,Do Mac and the narrator trust the stranger?,"No, he could cause trouble with other races","Yes, he was a respected marine",True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
v3,128,The Gravity Business,How many people were aboard the ship?,6,7,True,1.0,1.0,,,0.5,0.625,0.875,0.125
v3,131,To Each His Star,Which of these is the best representation of the connection between Old Dunbar and the rest of the crew?,He led the group out of their previous lives,He tagged along when they escaped their previous situation,True,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
v3,133,Cakewalk to Gloryanna,What word best describes Captain Hannah's physical description at the beginning of the article?,Grotesque,Sick,False,0.7142857142857143,0.7142857142857143,0.125,0.875,0.0,0.75,0.75,0.0
v3,135,Junior Achievement,Why are the children of Ridgeville so smart?,"An accident that included chemical fallout occurred, around the time that the children were conceived.","Tommy and Mary have high IQ's and the other three are androids, built by the Commission.",True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
v3,138,Letter of the Law,Why don't the Altairians leave Altair I if it is so overpopulated?,They don't leave because they can only eat food grown on Altair I.,The Goddess won't let them leave.,True,1.0,1.0,0.4,0.6,0.0,0.5714285714285714,0.5714285714285714,0.0
v3,142,A Coffin for Jacob,"Ben runs from the crime scene, but isn't remorseful for doing so. Why is that, even though he killed a man?","Running gave him autonomy, and to decide how the next part of his life would pan out. ","It gave him enough time to remember the renegades, and make the plan to go meet them. ",True,1.0,1.0,0.8571428571428571,0.1428571428571429,0.0,1.0,1.0,0.0
v3,150,Morgue Ship,How long have the Venusians and Earth been in conflict?,A decade,Since Earthlings discovered interplanetary travel,True,1.0,1.0,0.125,0.875,0.0,1.0,1.0,0.0
v3,158,Down to the Worlds of Men,What is the name of the first person to talk to Mia on Tintera?,Horst,Jimmy,True,1.0,1.0,0.875,0.125,0.0,0.875,0.875,0.0
v3,161,Survival Tactics,Where is Pete?,"Somewhere on the planet's surface, having died by the hand of his own creation.",Hidden somewhere on the planet trying to escape the robot attacks.,True,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
v3,162,No Substitutions,Was the warden in a dream instead of real life?,No,We never find out ,False,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,1.0
v3,167,Morgue Ship,How did Burnett die?,Casualty of fight with Lethla,Betrayal by Rice,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
v3,168,The Birds and the Bees,Which is the most accurate description of why Xeon is in trouble?,The suggestions he made were against the societal ideals,He was not supposed to point out any flaws in the current government structure,True,1.0,1.0,0.875,0.125,0.125,1.0,0.875,1.0
v3,169,Mutineer,Which best describes the relationship between Lane and Colonel Klett?,Lane relies on Klett when he can't make his own decisions independently,They are friends and colleagues,False,0.8571428571428571,0.8571428571428571,0.0,1.0,0.0,0.8333333333333334,0.8333333333333334,0.5
v3,171,Gourmet,Which is the best description of the relationship between the Doc and the captain?,The Doc respects the captain's position but say something if he thinks he goes too far,They are old friends and the Doc is happy to let poor behavior slide,False,1.0,1.0,0.8571428571428571,0.1428571428571429,0.0,1.0,1.0,0.0
v3,172,All Day September,What do the workers of WIlliamson Town do that causes them to lose water?,Something malfunctioned when they tried to clean old build-up,Something got stuck when they tried to balance the weight on the valve mechanism,False,1.0,1.0,0.0,1.0,1.0,0.25,0.75,0.875
v3,173,Bullet with His Name,How many gifts did Ernie receive above the original suggestion?,Double the original amount,6 more than the original amount,True,1.0,1.0,0.75,0.25,0.125,1.0,0.875,0.0
v3,175,The Birds and the Bees,Why are Melia and Xeon considered noble by the end of the story?,Because they were willing to continue learning about this ill-understood act,Because they want to increase the efforts towards learning more about these historical acts,True,1.0,1.0,0.8333333333333334,0.16666666666666663,0.0,1.0,1.0,0.0
v3,179,"The Haunted Fountain
A Judy Bolton Mystery","Of the three, who seems to keep holding secrets in more than the others?",Lorraine,Judy ,False,0.8571428571428571,0.8571428571428571,0.5,0.5,0.0,0.875,0.875,0.0
v3,181,The Jupiter Weapon,Why is Jakdane going to Earth?,Jakdane is the captain of the ship that Trella and Quest are taking to earth. ,Jakdane is a corporate spy from Moon 5 on a mission to infiltrate Dom Blessing's organization.,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
v3,184,The Spy in the Elevator,About how long did it take the elevator to travel one floor?,less than a quarter of a minute,half a minute,False,0.8571428571428571,0.8571428571428571,0.25,0.75,0.0,1.0,1.0,0.0
v3,189,Big Ancestor,What is ironic about Taphetta's contempt for mating among species?,Taphetta is biologically unable to mate with other species ,Taphetta is actually jealous about other species' ability to intermix,True,1.0,1.0,0.625,0.375,0.0,1.0,1.0,0.0
v3,191,Planet of No-Return,What are the islands of Venus?,Floating pads covered in jungle,Exposed continental plates risen to the surface from tectonics,True,1.0,1.0,0.125,0.875,0.0,1.0,1.0,0.0
v3,194,The Talkative Tree,What is the most likely explanation for why Kolin's anger is so extreme?,He had been holding in anger and his captain's reaction was the last straw.,He was under the effects of the purple berries.,False,0.5,0.5,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
v3,196,A Filbert Is a Nut,What does the colonel seem to think about the bomb situation at the mental institution?,He is worried about the perception if others hear about what's happening,He wants to keep the story away from the newspapers so that others cannot learn Thaddeus' secrets,True,1.0,1.0,0.875,0.125,0.0,1.0,1.0,0.0
v3,197,The Radio Planet,What was most often on Myles's mind during his time away?,Lilla,His friends on Earth,True,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0
